Train 145 {from: Kyiv; to: Wien; depart: 20-06-1916 17:09:00; arrive: 22-06-1916 19:09:00}
Train 1379 {from: Moskva; to: Bruxelles; depart: 30-09-1915 11:33:00; arrive: 10-10-1915 17:33:00}
Train 1380 {from: Paris; to: Lisboa; depart: 15-03-1915 00:27:00; arrive: 17-03-1915 06:27:00}
Train 1381 {from: Paris; to: Roma; depart: 27-05-1915 14:21:00; arrive: 29-05-1915 20:21:00}
Train 1382 {from: Madrid; to: Riga; depart: 13-08-1916 00:33:00; arrive: 21-08-1916 09:33:00}
Train 1383 {from: Warszawa; to: Bruxelles; depart: 05-04-1916 07:38:00; arrive: 11-04-1916 13:38:00}
Train 1384 {from: Madrid; to: London; depart: 19-09-1915 10:59:00; arrive: 20-09-1915 10:59:00}
Train 1385 {from: Madrid; to: Venezia; depart: 20-03-1915 04:47:00; arrive: 24-03-1915 08:47:00}
Train 1386 {from: Zurich; to: Barcelona; depart: 23-04-1916 07:29:00; arrive: 27-04-1916 10:29:00}
Train 1387 {from: Berlin; to: Riga; depart: 18-07-1915 17:00:00; arrive: 21-07-1915 01:00:00}
Train 1388 {from: Pamplona; to: Marseille; depart: 06-04-1916 21:03:00; arrive: 09-04-1916 03:03:00}
Train 1389 {from: Vilno; to: Munchen; depart: 28-10-1915 05:07:00; arrive: 03-11-1915 05:07:00}
Train 1390 {from: Ancora; to: Buguresti; depart: 25-04-1915 09:45:00; arrive: 25-04-1915 10:45:00}
Train 1391 {from: Essen; to: Roma; depart: 15-01-1916 03:31:00; arrive: 16-01-1916 10:31:00}
Train 1392 {from: Venezia; to: Frankfurt; depart: 22-06-1916 11:27:00; arrive: 22-06-1916 13:27:00}
Train 1393 {from: Essen; to: Frankfurt; depart: 25-03-1915 06:13:00; arrive: 25-03-1915 07:13:00}
Train 1394 {from: Roma; to: Athina; depart: 13-04-1916 10:02:00; arrive: 14-04-1916 18:02:00}
Train 1395 {from: Sarajevo; to: Buguresti; depart: 11-10-1915 09:40:00; arrive: 13-10-1915 11:40:00}
Train 1396 {from: Danzig; to: London; depart: 25-05-1916 21:29:00; arrive: 31-05-1916 22:29:00}
Train 1397 {from: Madrid; to: Palermo; depart: 16-07-1915 22:51:00; arrive: 20-07-1915 02:51:00}
Train 1398 {from: Sevastopol; to: Marseille; depart: 28-03-1915 01:37:00; arrive: 04-04-1915 04:37:00}
Train 1399 {from: Kharkov; to: Budapest; depart: 25-05-1915 11:42:00; arrive: 29-05-1915 15:42:00}
Train 1400 {from: Sevastopol; to: Munchen; depart: 04-03-1915 04:47:00; arrive: 11-03-1915 13:47:00}
Train 1401 {from: Athina; to: Palermo; depart: 03-02-1915 02:34:00; arrive: 03-02-1915 11:34:00}
Train 1402 {from: Lisboa; to: Wien; depart: 15-03-1916 11:09:00; arrive: 21-03-1916 19:09:00}
Train 1403 {from: Wien; to: Brindisi; depart: 14-10-1915 22:26:00; arrive: 16-10-1915 22:26:00}
Train 1404 {from: Roma; to: Vilno; depart: 16-05-1915 16:25:00; arrive: 20-05-1915 20:25:00}
Train 1405 {from: Warszawa; to: Palermo; depart: 24-01-1915 21:48:00; arrive: 28-01-1915 22:48:00}
Train 1406 {from: Constantinopole; to: Frankfurt; depart: 10-01-1916 14:51:00; arrive: 14-01-1916 15:51:00}
Train 1407 {from: Constantinopole; to: Erzurum; depart: 08-04-1915 08:28:00; arrive: 08-04-1915 17:28:00}
Train 1408 {from: Budapest; to: Zgrab; depart: 11-04-1916 12:21:00; arrive: 11-04-1916 20:21:00}
Train 1409 {from: Warszawa; to: Zurich; depart: 07-12-1915 22:11:00; arrive: 11-12-1915 03:11:00}
Train 1410 {from: Amsterdam; to: Kharkov; depart: 18-08-1916 05:28:00; arrive: 27-08-1916 12:28:00}
Train 1411 {from: Zgrab; to: Wien; depart: 06-01-1916 03:28:00; arrive: 06-01-1916 08:28:00}
Train 1412 {from: Madrid; to: Vilno; depart: 16-08-1916 09:14:00; arrive: 24-08-1916 16:14:00}
Train 1413 {from: Munchen; to: Buguresti; depart: 19-05-1915 01:37:00; arrive: 25-05-1915 10:37:00}
Train 1414 {from: Pamplona; to: Danzig; depart: 23-08-1915 11:23:00; arrive: 29-08-1915 20:23:00}
Train 1415 {from: Palermo; to: Venezia; depart: 10-10-1915 22:15:00; arrive: 11-10-1915 23:15:00}
Train 1416 {from: Erzurum; to: Sevastopol; depart: 09-01-1915 00:43:00; arrive: 09-01-1915 01:43:00}
Train 1417 {from: Warszawa; to: Sarajevo; depart: 09-03-1915 10:47:00; arrive: 10-03-1915 14:47:00}
Train 1418 {from: Essen; to: Pamplona; depart: 06-07-1916 16:44:00; arrive: 10-07-1916 22:44:00}
Train 1419 {from: Madrid; to: Budapest; depart: 05-04-1915 08:28:00; arrive: 12-04-1915 12:28:00}
Train 1420 {from: Marseille; to: Zgrab; depart: 21-08-1916 20:01:00; arrive: 25-08-1916 01:01:00}
Train 1421 {from: Rostov; to: Warszawa; depart: 15-07-1915 19:05:00; arrive: 19-07-1915 00:05:00}
Train 1422 {from: Roma; to: Kharkov; depart: 21-04-1916 21:23:00; arrive: 28-04-1916 23:23:00}
Train 1423 {from: Venezia; to: Buguresti; depart: 24-03-1915 17:20:00; arrive: 28-03-1915 22:20:00}
Train 1424 {from: Zgrab; to: Sevastopol; depart: 25-04-1915 08:20:00; arrive: 28-04-1915 08:20:00}
Train 1425 {from: Amsterdam; to: Marseille; depart: 22-06-1916 11:06:00; arrive: 23-06-1916 15:06:00}
Train 1426 {from: Zurich; to: Bruxelles; depart: 14-04-1915 02:40:00; arrive: 17-04-1915 06:40:00}
Train 1427 {from: Berlin; to: Wien; depart: 29-03-1915 06:59:00; arrive: 29-03-1915 11:59:00}
Train 1428 {from: Athina; to: Bruxelles; depart: 21-08-1916 22:11:00; arrive: 22-08-1916 22:11:00}
Train 1429 {from: Venezia; to: Kharkov; depart: 10-06-1915 19:34:00; arrive: 17-06-1915 03:34:00}
Train 1430 {from: Roma; to: Erzurum; depart: 09-01-1916 19:05:00; arrive: 16-01-1916 00:05:00}
Train 1431 {from: Zgrab; to: Roma; depart: 01-05-1916 22:37:00; arrive: 04-05-1916 00:37:00}
Train 1432 {from: Lisboa; to: Buguresti; depart: 23-04-1915 11:20:00; arrive: 02-05-1915 19:20:00}
Train 1433 {from: Ancora; to: Sevastopol; depart: 23-04-1915 07:46:00; arrive: 23-04-1915 07:46:00}
Train 1434 {from: Amsterdam; to: Barcelona; depart: 20-01-1915 12:04:00; arrive: 21-01-1915 18:04:00}
Train 1435 {from: Roma; to: Bruxelles; depart: 10-03-1916 04:30:00; arrive: 12-03-1916 05:30:00}
Train 1436 {from: Zurich; to: Palermo; depart: 10-08-1915 01:34:00; arrive: 11-08-1915 07:34:00}
Train 1437 {from: Wien; to: Kyiv; depart: 06-10-1915 00:40:00; arrive: 08-10-1915 00:40:00}
Train 1438 {from: Amsterdam; to: Zurich; depart: 21-08-1915 19:27:00; arrive: 25-08-1915 04:27:00}
Train 1439 {from: Marseille; to: Lisboa; depart: 20-04-1916 14:47:00; arrive: 23-04-1916 21:47:00}
Train 1440 {from: Zurich; to: Lisboa; depart: 11-07-1916 01:44:00; arrive: 16-07-1916 07:44:00}
Train 1441 {from: Warszawa; to: Berlin; depart: 08-09-1915 14:37:00; arrive: 10-09-1915 21:37:00}
Train 1442 {from: Sevastopol; to: Marseille; depart: 08-05-1916 22:34:00; arrive: 15-05-1916 23:34:00}
Train 1443 {from: Buguresti; to: Athina; depart: 17-05-1916 20:08:00; arrive: 23-05-1916 20:08:00}
Train 1444 {from: Constantinopole; to: Sevastopol; depart: 11-04-1916 12:31:00; arrive: 11-04-1916 21:31:00}
Train 1445 {from: Zgrab; to: London; depart: 04-01-1915 03:18:00; arrive: 09-01-1915 03:18:00}
Train 1446 {from: Roma; to: London; depart: 11-07-1916 21:05:00; arrive: 15-07-1916 02:05:00}
Train 1447 {from: Kyiv; to: Zurich; depart: 12-08-1915 04:24:00; arrive: 16-08-1915 12:24:00}
Train 1448 {from: Zgrab; to: Wien; depart: 19-02-1915 03:36:00; arrive: 19-02-1915 07:36:00}
Train 1449 {from: Paris; to: Essen; depart: 18-09-1915 20:44:00; arrive: 22-09-1915 04:44:00}
Train 1450 {from: Frankfurt; to: Lisboa; depart: 25-06-1916 11:48:00; arrive: 30-06-1916 14:48:00}
Train 1451 {from: Pamplona; to: Brindisi; depart: 28-06-1916 12:32:00; arrive: 01-07-1916 15:32:00}
Train 1452 {from: Kharkov; to: Rostov; depart: 15-08-1916 21:45:00; arrive: 16-08-1916 06:45:00}
Train 1453 {from: Palermo; to: Constantinopole; depart: 11-10-1915 07:40:00; arrive: 17-10-1915 16:40:00}
Train 1454 {from: Pamplona; to: Danzig; depart: 17-07-1915 06:57:00; arrive: 23-07-1915 12:57:00}
Train 1455 {from: Amsterdam; to: Paris; depart: 27-06-1916 18:37:00; arrive: 28-06-1916 00:37:00}
Train 1456 {from: Erzurum; to: Buguresti; depart: 12-08-1915 16:32:00; arrive: 13-08-1915 16:32:00}
Train 1457 {from: Wien; to: Kyiv; depart: 20-03-1915 08:32:00; arrive: 22-03-1915 16:32:00}
Train 1458 {from: Palermo; to: Roma; depart: 03-07-1915 14:14:00; arrive: 03-07-1915 23:14:00}
Train 1459 {from: Moskva; to: Munchen; depart: 06-06-1915 12:30:00; arrive: 15-06-1915 17:30:00}
Train 1460 {from: Moskva; to: Frankfurt; depart: 28-07-1915 06:35:00; arrive: 03-08-1915 12:35:00}
Train 1461 {from: Vilno; to: Warszawa; depart: 09-01-1916 06:17:00; arrive: 09-01-1916 07:17:00}
Train 1462 {from: Lisboa; to: Bruxelles; depart: 24-01-1916 18:29:00; arrive: 26-01-1916 22:29:00}
Train 1463 {from: Munchen; to: Moskva; depart: 06-08-1915 22:00:00; arrive: 16-08-1915 07:00:00}
Train 1464 {from: Pamplona; to: Venezia; depart: 05-03-1915 14:43:00; arrive: 08-03-1915 23:43:00}
Train 1465 {from: Rostov; to: Frankfurt; depart: 22-02-1915 00:20:00; arrive: 27-02-1915 07:20:00}
Train 1466 {from: London; to: Paris; depart: 14-01-1916 13:35:00; arrive: 15-01-1916 14:35:00}
Train 1467 {from: Berlin; to: Erzurum; depart: 13-07-1915 01:30:00; arrive: 17-07-1915 05:30:00}
Train 1468 {from: Marseille; to: Berlin; depart: 04-11-1915 04:57:00; arrive: 07-11-1915 11:57:00}
Train 1469 {from: Moskva; to: Roma; depart: 15-11-1915 17:54:00; arrive: 22-11-1915 19:54:00}
Train 1470 {from: Amsterdam; to: Essen; depart: 29-07-1915 21:51:00; arrive: 03-08-1915 05:51:00}
Train 1471 {from: Munchen; to: Frankfurt; depart: 04-04-1916 21:45:00; arrive: 07-04-1916 03:45:00}
Train 1472 {from: Warszawa; to: Kyiv; depart: 27-04-1915 02:24:00; arrive: 28-04-1915 10:24:00}
Train 1473 {from: Wien; to: Marseille; depart: 05-06-1915 00:32:00; arrive: 08-06-1915 02:32:00}
Train 1474 {from: Warszawa; to: Buguresti; depart: 11-06-1915 02:44:00; arrive: 12-06-1915 07:44:00}
Train 1475 {from: Lisboa; to: Zurich; depart: 14-04-1916 19:58:00; arrive: 20-04-1916 01:58:00}
Train 1476 {from: Riga; to: Petrograd; depart: 19-08-1916 10:03:00; arrive: 22-08-1916 19:03:00}
Train 1477 {from: Venezia; to: Sevastopol; depart: 28-11-1915 16:35:00; arrive: 03-12-1915 18:35:00}
Train 1478 {from: Budapest; to: Madrid; depart: 15-11-1915 10:11:00; arrive: 22-11-1915 10:11:00}
Train 1479 {from: Barcelona; to: Riga; depart: 16-08-1916 10:52:00; arrive: 23-08-1916 19:52:00}
Train 1480 {from: Bruxelles; to: Palermo; depart: 27-07-1915 15:45:00; arrive: 28-07-1915 21:45:00}
Train 1481 {from: Pamplona; to: Brindisi; depart: 23-08-1915 21:22:00; arrive: 27-08-1915 04:22:00}
Train 1482 {from: Erzurum; to: Riga; depart: 30-03-1916 01:19:00; arrive: 01-04-1916 10:19:00}
Train 1483 {from: Ancora; to: Pamplona; depart: 07-01-1916 09:51:00; arrive: 15-01-1916 13:51:00}
Train 1484 {from: Bruxelles; to: Roma; depart: 25-07-1916 03:11:00; arrive: 27-07-1916 06:11:00}
Train 1485 {from: Sevastopol; to: Petrograd; depart: 01-09-1915 03:00:00; arrive: 02-09-1915 07:00:00}
Train 1486 {from: Zurich; to: Vilno; depart: 28-03-1915 02:15:00; arrive: 31-03-1915 04:15:00}
Train 1487 {from: Wien; to: Zgrab; depart: 19-05-1915 21:53:00; arrive: 20-05-1915 04:53:00}
Train 1488 {from: Budapest; to: Danzig; depart: 18-01-1915 19:25:00; arrive: 19-01-1915 00:25:00}
Train 1489 {from: Buguresti; to: Paris; depart: 19-09-1915 13:28:00; arrive: 26-09-1915 13:28:00}
Train 1490 {from: Zurich; to: Kharkov; depart: 09-10-1915 12:45:00; arrive: 15-10-1915 21:45:00}
Train 1491 {from: Moskva; to: Petrograd; depart: 10-07-1916 14:12:00; arrive: 10-07-1916 20:12:00}
Train 1492 {from: Ancora; to: Rostov; depart: 27-05-1915 01:46:00; arrive: 28-05-1915 01:46:00}
Train 1493 {from: Moskva; to: Wien; depart: 23-08-1915 12:17:00; arrive: 28-08-1915 15:17:00}
Train 1494 {from: Madrid; to: Riga; depart: 22-08-1915 06:22:00; arrive: 30-08-1915 15:22:00}
Train 1495 {from: Bruxelles; to: Vilno; depart: 06-01-1916 21:01:00; arrive: 13-01-1916 05:01:00}
Train 1496 {from: Madrid; to: Kyiv; depart: 21-04-1916 07:32:00; arrive: 29-04-1916 10:32:00}
Train 1497 {from: Danzig; to: Amsterdam; depart: 15-01-1916 03:47:00; arrive: 21-01-1916 12:47:00}
Train 1498 {from: Lisboa; to: Pamplona; depart: 18-09-1915 18:15:00; arrive: 19-09-1915 19:15:00}
Train 1499 {from: Essen; to: Pamplona; depart: 12-06-1915 10:36:00; arrive: 16-06-1915 19:36:00}
Train 1500 {from: Venezia; to: Berlin; depart: 09-09-1915 03:26:00; arrive: 10-09-1915 04:26:00}
Train 1501 {from: Vilno; to: London; depart: 27-02-1916 16:12:00; arrive: 05-03-1916 22:12:00}
Train 1502 {from: Pamplona; to: Paris; depart: 16-08-1916 22:35:00; arrive: 18-08-1916 04:35:00}
Train 1503 {from: Zurich; to: Pamplona; depart: 11-06-1915 09:03:00; arrive: 15-06-1915 12:03:00}
Train 1504 {from: Munchen; to: Pamplona; depart: 13-07-1915 16:23:00; arrive: 14-07-1915 19:23:00}
Train 1505 {from: Riga; to: Lisboa; depart: 10-04-1916 16:56:00; arrive: 19-04-1916 00:56:00}
Train 1506 {from: Kharkov; to: Pamplona; depart: 01-03-1916 00:35:00; arrive: 11-03-1916 09:35:00}
Train 1507 {from: Ancora; to: Riga; depart: 20-04-1915 09:03:00; arrive: 21-04-1915 10:03:00}
Train 1508 {from: Madrid; to: Barcelona; depart: 31-03-1916 13:01:00; arrive: 31-03-1916 18:01:00}
Train 1509 {from: Lisboa; to: London; depart: 25-02-1916 03:38:00; arrive: 26-02-1916 12:38:00}
Train 1510 {from: Petrograd; to: Athina; depart: 25-02-1915 13:09:00; arrive: 05-03-1915 18:09:00}
Train 1511 {from: Marseille; to: Zgrab; depart: 03-05-1915 04:31:00; arrive: 06-05-1915 06:31:00}
Train 1512 {from: Wien; to: Riga; depart: 14-01-1916 05:03:00; arrive: 16-01-1916 13:03:00}
Train 1513 {from: Frankfurt; to: Zurich; depart: 22-12-1915 19:57:00; arrive: 23-12-1915 03:57:00}
Train 1514 {from: Amsterdam; to: Sevastopol; depart: 15-09-1915 15:27:00; arrive: 24-09-1915 00:27:00}
Train 1515 {from: Petrograd; to: Budapest; depart: 24-03-1915 00:21:00; arrive: 28-03-1915 06:21:00}
Train 1516 {from: Bruxelles; to: London; depart: 15-08-1916 17:11:00; arrive: 15-08-1916 20:11:00}
Train 1517 {from: Kyiv; to: Lisboa; depart: 28-05-1915 11:49:00; arrive: 06-06-1915 20:49:00}
Train 1518 {from: Kharkov; to: Constantinopole; depart: 31-01-1915 07:38:00; arrive: 01-02-1915 10:38:00}
Train 1519 {from: Zgrab; to: Essen; depart: 25-03-1915 11:43:00; arrive: 26-03-1915 16:43:00}
Train 1520 {from: Petrograd; to: Paris; depart: 14-09-1915 02:45:00; arrive: 23-09-1915 08:45:00}
Train 1521 {from: Zgrab; to: Munchen; depart: 04-05-1916 18:04:00; arrive: 09-05-1916 01:04:00}
Train 1522 {from: Riga; to: Paris; depart: 23-01-1915 19:19:00; arrive: 29-01-1915 19:19:00}
Train 1523 {from: Berlin; to: Sevastopol; depart: 27-03-1915 21:52:00; arrive: 01-04-1915 00:52:00}
Train 1524 {from: Bruxelles; to: Sarajevo; depart: 12-03-1915 14:07:00; arrive: 17-03-1915 15:07:00}
Train 1525 {from: Palermo; to: Brindisi; depart: 07-03-1916 09:23:00; arrive: 07-03-1916 10:23:00}
Train 1526 {from: Sarajevo; to: London; depart: 03-02-1916 13:30:00; arrive: 08-02-1916 17:30:00}
Train 1527 {from: Barcelona; to: Roma; depart: 29-05-1916 22:38:00; arrive: 02-06-1916 00:38:00}
Train 1528 {from: Barcelona; to: Wien; depart: 07-02-1915 14:28:00; arrive: 12-02-1915 21:28:00}
Train 1529 {from: Constantinopole; to: Ancora; depart: 30-04-1915 13:15:00; arrive: 30-04-1915 19:15:00}
Train 1530 {from: Ancora; to: Erzurum; depart: 13-06-1916 16:10:00; arrive: 15-06-1916 01:10:00}
Train 1531 {from: Palermo; to: Sarajevo; depart: 08-05-1916 08:58:00; arrive: 11-05-1916 13:58:00}
Train 1532 {from: Essen; to: Sevastopol; depart: 21-04-1916 17:30:00; arrive: 26-04-1916 01:30:00}
Train 1533 {from: Danzig; to: Munchen; depart: 27-08-1915 03:12:00; arrive: 01-09-1915 11:12:00}
Train 1534 {from: London; to: Kharkov; depart: 25-11-1915 19:15:00; arrive: 06-12-1915 03:15:00}
Train 1535 {from: Amsterdam; to: Marseille; depart: 17-01-1916 08:11:00; arrive: 18-01-1916 17:11:00}
Train 1536 {from: Danzig; to: Warszawa; depart: 11-10-1915 22:36:00; arrive: 11-10-1915 23:36:00}
Train 1537 {from: Munchen; to: Frankfurt; depart: 03-11-1915 14:09:00; arrive: 05-11-1915 22:09:00}
Train 1538 {from: Sarajevo; to: Kharkov; depart: 07-12-1915 21:54:00; arrive: 12-12-1915 03:54:00}
Train 1539 {from: Ancora; to: Paris; depart: 07-04-1915 17:04:00; arrive: 14-04-1915 23:04:00}
Train 1540 {from: Berlin; to: Constantinopole; depart: 04-04-1916 12:17:00; arrive: 08-04-1916 16:17:00}
Train 1541 {from: Wien; to: Berlin; depart: 17-01-1916 12:46:00; arrive: 17-01-1916 14:46:00}
Train 1542 {from: Petrograd; to: Marseille; depart: 12-02-1916 07:28:00; arrive: 20-02-1916 12:28:00}
Train 1543 {from: Sevastopol; to: Wien; depart: 09-05-1915 17:05:00; arrive: 13-05-1915 19:05:00}
Train 1544 {from: Brindisi; to: Buguresti; depart: 14-07-1915 21:51:00; arrive: 20-07-1915 06:51:00}
Train 1545 {from: Barcelona; to: Madrid; depart: 06-02-1916 20:30:00; arrive: 07-02-1916 00:30:00}
Train 1546 {from: Sevastopol; to: Bruxelles; depart: 13-02-1916 04:58:00; arrive: 21-02-1916 11:58:00}
Train 1547 {from: Budapest; to: Berlin; depart: 11-05-1915 22:26:00; arrive: 13-05-1915 05:26:00}
Train 1548 {from: Frankfurt; to: Constantinopole; depart: 20-04-1915 16:37:00; arrive: 24-04-1915 16:37:00}
Train 1549 {from: Vilno; to: Riga; depart: 24-08-1915 20:52:00; arrive: 24-08-1915 23:52:00}
Train 1550 {from: Marseille; to: Pamplona; depart: 11-03-1915 16:36:00; arrive: 13-03-1915 18:36:00}
Train 1551 {from: Petrograd; to: Barcelona; depart: 04-06-1915 10:41:00; arrive: 15-06-1915 15:41:00}
Train 1552 {from: Riga; to: Roma; depart: 06-04-1916 20:11:00; arrive: 11-04-1916 05:11:00}
Train 1553 {from: Kyiv; to: Danzig; depart: 16-08-1916 04:02:00; arrive: 17-08-1916 07:02:00}
Train 1554 {from: Petrograd; to: Barcelona; depart: 25-02-1915 07:38:00; arrive: 08-03-1915 08:38:00}
Train 1555 {from: Roma; to: Lisboa; depart: 16-04-1915 10:16:00; arrive: 20-04-1915 16:16:00}
Train 1556 {from: Constantinopole; to: Moskva; depart: 04-05-1915 06:06:00; arrive: 06-05-1915 09:06:00}
Train 1557 {from: Sarajevo; to: Budapest; depart: 13-01-1915 06:33:00; arrive: 13-01-1915 07:33:00}
Train 1558 {from: Kyiv; to: Constantinopole; depart: 31-03-1915 13:30:00; arrive: 01-04-1915 17:30:00}
Train 1559 {from: Pamplona; to: Sarajevo; depart: 23-08-1916 22:41:00; arrive: 30-08-1916 00:41:00}
Train 1560 {from: Erzurum; to: Zurich; depart: 30-06-1915 13:49:00; arrive: 05-07-1915 13:49:00}
Train 1561 {from: London; to: Paris; depart: 29-03-1915 16:44:00; arrive: 31-03-1915 01:44:00}
Train 1562 {from: Constantinopole; to: Petrograd; depart: 25-10-1915 20:58:00; arrive: 26-10-1915 20:58:00}
Train 1563 {from: Rostov; to: Erzurum; depart: 16-02-1916 06:23:00; arrive: 16-02-1916 14:23:00}
Train 1564 {from: Berlin; to: Wien; depart: 22-10-1915 17:47:00; arrive: 23-10-1915 00:47:00}
Train 1565 {from: Lisboa; to: Sevastopol; depart: 20-09-1915 11:45:00; arrive: 30-09-1915 13:45:00}
Train 1566 {from: Zgrab; to: Wien; depart: 13-07-1916 07:32:00; arrive: 13-07-1916 09:32:00}
Train 1567 {from: Pamplona; to: Essen; depart: 16-05-1915 09:02:00; arrive: 20-05-1915 09:02:00}
Train 1568 {from: Munchen; to: Wien; depart: 30-07-1915 19:03:00; arrive: 02-08-1915 23:03:00}
Train 1569 {from: Lisboa; to: Zgrab; depart: 25-01-1915 05:40:00; arrive: 31-01-1915 12:40:00}
Train 1570 {from: Athina; to: Erzurum; depart: 01-08-1916 16:00:00; arrive: 08-08-1916 20:00:00}
Train 1571 {from: Zgrab; to: Buguresti; depart: 21-03-1916 17:31:00; arrive: 23-03-1916 17:31:00}
Train 1572 {from: Sarajevo; to: Paris; depart: 07-07-1916 22:27:00; arrive: 12-07-1916 07:27:00}
Train 1573 {from: Amsterdam; to: Constantinopole; depart: 09-05-1916 09:20:00; arrive: 17-05-1916 11:20:00}
Train 1574 {from: Moskva; to: Danzig; depart: 18-05-1916 05:14:00; arrive: 22-05-1916 11:14:00}
Train 1575 {from: Marseille; to: Madrid; depart: 30-04-1916 03:30:00; arrive: 02-05-1916 04:30:00}
Train 1576 {from: Munchen; to: Zurich; depart: 23-10-1915 08:58:00; arrive: 25-10-1915 11:58:00}
Train 1577 {from: Palermo; to: Paris; depart: 09-03-1915 00:12:00; arrive: 10-03-1915 06:12:00}
Train 1578 {from: Kharkov; to: Roma; depart: 28-06-1915 15:42:00; arrive: 05-07-1915 17:42:00}
Train 1579 {from: Budapest; to: London; depart: 28-03-1916 21:27:00; arrive: 04-04-1916 03:27:00}
Train 1580 {from: Kharkov; to: Warszawa; depart: 21-11-1915 14:10:00; arrive: 24-11-1915 15:10:00}
Train 1581 {from: Erzurum; to: Bruxelles; depart: 31-07-1915 06:03:00; arrive: 08-08-1915 06:03:00}
Train 1582 {from: Buguresti; to: Warszawa; depart: 11-10-1915 06:19:00; arrive: 12-10-1915 08:19:00}
Train 1583 {from: Amsterdam; to: Vilno; depart: 16-11-1915 13:46:00; arrive: 23-11-1915 19:46:00}
Train 1584 {from: Lisboa; to: Marseille; depart: 01-05-1916 12:59:00; arrive: 04-05-1916 17:59:00}
Train 1585 {from: Roma; to: Munchen; depart: 17-01-1916 16:41:00; arrive: 18-01-1916 23:41:00}
Train 1586 {from: Zgrab; to: Moskva; depart: 22-06-1916 06:49:00; arrive: 27-06-1916 11:49:00}
Train 1587 {from: Barcelona; to: Marseille; depart: 01-02-1915 14:32:00; arrive: 03-02-1915 17:32:00}
Train 1588 {from: Constantinopole; to: Ancora; depart: 22-08-1915 14:39:00; arrive: 22-08-1915 15:39:00}
Train 1589 {from: Madrid; to: Bruxelles; depart: 26-04-1916 13:29:00; arrive: 27-04-1916 14:29:00}
Train 1590 {from: Buguresti; to: Constantinopole; depart: 30-06-1915 05:31:00; arrive: 30-06-1915 11:31:00}
Train 1591 {from: Sarajevo; to: Brindisi; depart: 31-12-1915 01:12:00; arrive: 03-01-1916 08:12:00}
Train 1592 {from: Petrograd; to: Erzurum; depart: 14-09-1915 00:33:00; arrive: 15-09-1915 05:33:00}
Train 1593 {from: Lisboa; to: Sarajevo; depart: 25-03-1915 04:46:00; arrive: 01-04-1915 05:46:00}
Train 1594 {from: Budapest; to: Constantinopole; depart: 22-04-1916 17:34:00; arrive: 24-04-1916 20:34:00}
Train 1595 {from: Kharkov; to: Danzig; depart: 20-06-1915 14:43:00; arrive: 23-06-1915 14:43:00}
Train 1596 {from: Frankfurt; to: London; depart: 19-11-1915 08:51:00; arrive: 23-11-1915 10:51:00}
Train 1597 {from: Rostov; to: Palermo; depart: 01-12-1915 13:23:00; arrive: 08-12-1915 19:23:00}
